text,true_label,predicted_label,confidence,positive_probability,negative_probability,correct
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",POSITIVE,NEGATIVE,0.9991,0.0009,0.9991,False
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",POSITIVE,NEGATIVE,0.9975,0.0025,0.9975,False
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",POSITIVE,NEGATIVE,0.998,0.002,0.998,False
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",POSITIVE,NEGATIVE,0.9981,0.0019,0.9981,False
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",POSITIVE,NEGATIVE,0.9966,0.0034,0.9966,False
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",POSITIVE,POSITIVE,0.9855,0.9855,0.0145,True
Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,POSITIVE,POSITIVE,0.9979,0.9979,0.0021,True
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,POSITIVE,NEGATIVE,0.9278,0.0722,0.9278,False
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",POSITIVE,NEGATIVE,0.6254,0.3746,0.6254,False
"Sales are expected to increase in the end of the year 2006 , however .",POSITIVE,POSITIVE,0.7845,0.7845,0.2155,True
Satama 's net sales would be higher than the year before .,POSITIVE,POSITIVE,0.9373,0.9373,0.0627,True
"SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker said on Tuesday .",POSITIVE,POSITIVE,0.9786,0.9786,0.0214,True
"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million .",POSITIVE,NEGATIVE,0.8278,0.1722,0.8278,False
"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority .",POSITIVE,POSITIVE,0.9967,0.9967,0.0033,True
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",POSITIVE,POSITIVE,0.9995,0.9995,0.0005,True
"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .",POSITIVE,POSITIVE,0.9907,0.9907,0.0093,True
Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .,POSITIVE,NEGATIVE,0.9814,0.0186,0.9814,False
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,POSITIVE,NEGATIVE,0.9626,0.0374,0.9626,False
"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .",POSITIVE,POSITIVE,0.5703,0.5703,0.4297,True
The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .,POSITIVE,POSITIVE,0.9955,0.9955,0.0045,True
The actions are expected to deliver annual cost savings of some EUR15-20m .,POSITIVE,POSITIVE,0.8407,0.8407,0.1593,True
The announced restructuring will significantly decrease the Company 's indebtedness .,POSITIVE,NEGATIVE,0.9978,0.0022,0.9978,False
The companies expect the first orders already in 2011 .,POSITIVE,NEGATIVE,0.9911,0.0089,0.9911,False
The company also expects to sell its products in other Russian region .,POSITIVE,NEGATIVE,0.9744,0.0256,0.9744,False
The company feels these leases are prime locations due to several producing formations in the immediate area .,POSITIVE,POSITIVE,0.9846,0.9846,0.0154,True
The company is well positioned in Brazil and Uruguay .,POSITIVE,POSITIVE,0.9994,0.9994,0.0006,True
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,POSITIVE,NEGATIVE,0.9994,0.0006,0.9994,False
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,POSITIVE,NEGATIVE,0.9963,0.0037,0.9963,False
The diesel margin has remained high .,POSITIVE,NEGATIVE,0.6121,0.3879,0.6121,False
"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained .",POSITIVE,POSITIVE,0.6969,0.6969,0.3031,True
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,POSITIVE,POSITIVE,0.8999,0.8999,0.1001,True
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",POSITIVE,NEGATIVE,0.9929,0.0071,0.9929,False
The group will expand the chain to include 45 stores .,POSITIVE,POSITIVE,0.9992,0.9992,0.0008,True
The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',POSITIVE,POSITIVE,0.9995,0.9995,0.0005,True
The long-term contract is global .,POSITIVE,POSITIVE,0.987,0.987,0.013,True
The members of the management team will contribute to the adjustment measures with temporary salary cut of 5 % .,POSITIVE,NEGATIVE,0.8934,0.1066,0.8934,False
The offer represents a premium of 24 % over the stock 's closing price on Friday .,POSITIVE,POSITIVE,0.6981,0.6981,0.3019,True
"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",POSITIVE,POSITIVE,0.9894,0.9894,0.0106,True
The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .,POSITIVE,POSITIVE,0.9952,0.9952,0.0048,True
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,POSITIVE,POSITIVE,0.9573,0.9573,0.0427,True
The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,POSITIVE,POSITIVE,0.9982,0.9982,0.0018,True
"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",POSITIVE,NEGATIVE,0.9451,0.0549,0.9451,False
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,POSITIVE,POSITIVE,0.8121,0.8121,0.1879,True
This will bring cost savings of about EUR 3mn a year .,POSITIVE,POSITIVE,0.873,0.873,0.127,True
Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,POSITIVE,POSITIVE,0.995,0.995,0.005,True
"Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure .",POSITIVE,POSITIVE,0.9934,0.9934,0.0066,True
Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,POSITIVE,POSITIVE,0.5611,0.5611,0.4389,True
We can capitalize on our experience from a number of similar bridge projects in the Nordic countries .,POSITIVE,POSITIVE,0.9927,0.9927,0.0073,True
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",POSITIVE,POSITIVE,0.9868,0.9868,0.0132,True
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,POSITIVE,POSITIVE,0.9991,0.9991,0.0009,True
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",POSITIVE,POSITIVE,0.7885,0.7885,0.2115,True
`` Leipurin is a growing and rapidly internationalizing Group .,POSITIVE,POSITIVE,0.9995,0.9995,0.0005,True
`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',POSITIVE,POSITIVE,0.9996,0.9996,0.0004,True
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",POSITIVE,POSITIVE,0.9961,0.9961,0.0039,True
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",POSITIVE,POSITIVE,0.9988,0.9988,0.0012,True
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",POSITIVE,NEGATIVE,0.9959,0.0041,0.9959,False
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,POSITIVE,NEGATIVE,0.9755,0.0245,0.9755,False
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",POSITIVE,NEGATIVE,0.9426,0.0574,0.9426,False
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",POSITIVE,NEGATIVE,0.9757,0.0243,0.9757,False
"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today .",POSITIVE,POSITIVE,0.9417,0.9417,0.0583,True
"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",POSITIVE,NEGATIVE,0.9797,0.0203,0.9797,False
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",POSITIVE,NEGATIVE,0.9499,0.0501,0.9499,False
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,POSITIVE,POSITIVE,0.999,0.999,0.001,True
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",POSITIVE,NEGATIVE,0.9988,0.0012,0.9988,False
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",POSITIVE,NEGATIVE,0.9941,0.0059,0.9941,False
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,POSITIVE,NEGATIVE,0.9975,0.0025,0.9975,False
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",POSITIVE,NEGATIVE,0.9952,0.0048,0.9952,False
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",POSITIVE,NEGATIVE,0.9971,0.0029,0.9971,False
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",POSITIVE,NEGATIVE,0.9973,0.0027,0.9973,False
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,POSITIVE,NEGATIVE,0.9972,0.0028,0.9972,False
"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",POSITIVE,POSITIVE,0.9994,0.9994,0.0006,True
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",POSITIVE,NEGATIVE,0.9979,0.0021,0.9979,False
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,POSITIVE,NEGATIVE,0.9966,0.0034,0.9966,False
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",POSITIVE,POSITIVE,0.9968,0.9968,0.0032,True
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",POSITIVE,NEGATIVE,0.9947,0.0053,0.9947,False
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",POSITIVE,NEGATIVE,0.9943,0.0057,0.9943,False
