text,true_label
Net profit was 35.5 mln compared with 29.8 mln .,POSITIVE
Net sales in 2007 are expected to be 10 % up on 2006 .,POSITIVE
"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",POSITIVE
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",POSITIVE
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",POSITIVE
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",POSITIVE
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",POSITIVE
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",POSITIVE
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",POSITIVE
Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,POSITIVE
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,POSITIVE
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",POSITIVE
"Sales are expected to increase in the end of the year 2006 , however .",POSITIVE
Satama 's net sales would be higher than the year before .,POSITIVE
"SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker said on Tuesday .",POSITIVE
"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million .",POSITIVE
"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority .",POSITIVE
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",POSITIVE
"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .",POSITIVE
Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .,POSITIVE
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,POSITIVE
"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .",POSITIVE
The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .,POSITIVE
The actions are expected to deliver annual cost savings of some EUR15-20m .,POSITIVE
The announced restructuring will significantly decrease the Company 's indebtedness .,POSITIVE
The companies expect the first orders already in 2011 .,POSITIVE
The company also expects to sell its products in other Russian region .,POSITIVE
The company feels these leases are prime locations due to several producing formations in the immediate area .,POSITIVE
The company is well positioned in Brazil and Uruguay .,POSITIVE
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,POSITIVE
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,POSITIVE
The diesel margin has remained high .,POSITIVE
"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained .",POSITIVE
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,POSITIVE
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",POSITIVE
The group will expand the chain to include 45 stores .,POSITIVE
The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',POSITIVE
The long-term contract is global .,POSITIVE
The members of the management team will contribute to the adjustment measures with temporary salary cut of 5 % .,POSITIVE
The offer represents a premium of 24 % over the stock 's closing price on Friday .,POSITIVE
"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",POSITIVE
The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .,POSITIVE
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,POSITIVE
The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,POSITIVE
"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",POSITIVE
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,POSITIVE
This will bring cost savings of about EUR 3mn a year .,POSITIVE
Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,POSITIVE
"Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure .",POSITIVE
Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,POSITIVE
We can capitalize on our experience from a number of similar bridge projects in the Nordic countries .,POSITIVE
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",POSITIVE
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,POSITIVE
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",POSITIVE
`` Leipurin is a growing and rapidly internationalizing Group .,POSITIVE
`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',POSITIVE
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",POSITIVE
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",POSITIVE
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",POSITIVE
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,POSITIVE
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",POSITIVE
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",POSITIVE
"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today .",POSITIVE
"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",POSITIVE
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",POSITIVE
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,POSITIVE
